Diagnostics/NewCompletedTrajs,Diagnostics/StepsInTrajWindow,Diagnostics/Iteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumCompletedTrajs,Diagnostics/CumUpdates,Diagnostics/StepsPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,Length/Average,Length/Std,Length/Median,Length/Min,Length/Max,EpExtrinsicReward/Average,EpExtrinsicReward/Std,EpExtrinsicReward/Median,EpExtrinsicReward/Min,EpExtrinsicReward/Max,EpNonzeroExtrinsicRewards/Average,EpNonzeroExtrinsicRewards/Std,EpNonzeroExtrinsicRewards/Median,EpNonzeroExtrinsicRewards/Min,EpNonzeroExtrinsicRewards/Max,EpDiscountedExtrinsicReward/Average,EpDiscountedExtrinsicReward/Std,EpDiscountedExtrinsicReward/Median,EpDiscountedExtrinsicReward/Min,EpDiscountedExtrinsicReward/Max,EpAveExtrinsicReward/Average,EpAveExtrinsicReward/Std,EpAveExtrinsicReward/Median,EpAveExtrinsicReward/Min,EpAveExtrinsicReward/Max,GameScore/Average,GameScore/Std,GameScore/Median,GameScore/Min,GameScore/Max,return_/Average,return_/Std,return_/Median,return_/Min,return_/Max,intrinsic_rewards/Average,intrinsic_rewards/Std,intrinsic_rewards/Median,intrinsic_rewards/Min,intrinsic_rewards/Max,valpred/Average,valpred/Std,valpred/Median,valpred/Min,valpred/Max,advantage/Average,advantage/Std,advantage/Median,advantage/Min,advantage/Max,loss/Average,loss/Std,loss/Median,loss/Min,loss/Max,pi_loss/Average,pi_loss/Std,pi_loss/Median,pi_loss/Min,pi_loss/Max,value_loss/Average,value_loss/Std,value_loss/Median,value_loss/Min,value_loss/Max,entropy_loss/Average,entropy_loss/Std,entropy_loss/Median,entropy_loss/Min,entropy_loss/Max,inv_loss/Average,inv_loss/Std,inv_loss/Median,inv_loss/Min,inv_loss/Max,forward_loss/Average,forward_loss/Std,forward_loss/Median,forward_loss/Min,forward_loss/Max,reward_total_std/Average,reward_total_std/Std,reward_total_std/Median,reward_total_std/Min,reward_total_std/Max,curiosity_loss/Average,curiosity_loss/Std,curiosity_loss/Median,curiosity_loss/Min,curiosity_loss/Max,gradNorm/Average,gradNorm/Std,gradNorm/Median,gradNorm/Min,gradNorm/Max,entropy/Average,entropy/Std,entropy/Median,entropy/Min,entropy/Max,perplexity/Average,perplexity/Std,perplexity/Median,perplexity/Min,perplexity/Max
44,6793,124,143.53832340240479,10000,44,375,69.66780552372303,2.612542707139614,3.0,3.0,154.38636363636363,24.57476154428925,153.5,121,204,0.8636363636363636,0.6938335237488067,1.0,0.0,2.0,0.8636363636363636,0.6938335237488067,1.0,0,2,0.35118795946512066,0.3041242424898129,0.33782263583426575,0.0,1.0231895585265793,0.0050478973,0.003755716,0.0063092113,0.0,0.011111111,0.8636363636363636,0.6938335237488067,1.0,0.0,2.0,4.831129616737366,10.32721642066255,2.8853302001953125,0.3078983426094055,108.45121002197266,0.31596497,1.3640792,0.08920528,0.040693883,14.007483,3.6087190793156623,1.5108071439998254,3.2258670330047607,0.048202432692050934,8.26452350616455,1.2224104875922204,10.459039939272584,-0.2922620177268982,-2.003772497177124,108.40299987792969,73.00992552653949,610.3264929690525,2.7750117778778076,0.3023952841758728,6882.53369140625,-1.1113518390872825,10.870761548198914,0.45192602276802063,-108.7294921875,3.5817508697509766,73.33860875795285,620.319415702651,1.605526328086853,0.03386048227548599,6986.59130859375,-0.0010000679693184793,0.00020266002367300454,-0.0010377508588135242,-0.0013604629784822464,-0.0006173617439344525,0.7140679295857747,0.20149805276218438,0.6850821375846863,0.2682741582393646,1.6406837701797485,0.06960114218356708,0.26618879846913596,0.019139256328344345,0.003856747644022107,2.801496982574463,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.38923,269.61792,12.362814,0.892859,3224.226,1.000067922751109,0.20266001585473636,1.0377508401870728,0.6173617243766785,1.3604629039764404,2.775854309399923,0.544710040496477,2.8256630897521973,1.8585870265960693,3.898096799850464
37,14558,249,291.7756552696228,20000,81,750,67.45939011474782,2.5297271293030437,3.0,3.0,179.7283950617284,48.59304739825302,163.0,121,327,1.3580246913580247,1.1255576612386649,1.0,0.0,5.0,1.3580246913580247,1.1255576612386649,1.0,0,5,0.4836785804365084,0.3775556867898322,0.44752321376381066,0.0,1.4967768008244198,0.006590298,0.0042682695,0.0064935065,0.0,0.017006803,1.3950617283950617,1.2831193890515316,1.0,0.0,8.0,2.8976159558296204,1.0122807346689486,2.9672634601593018,0.6208306550979614,5.495405673980713,0.106034726,0.04036867,0.103303336,0.03514279,0.2141263,2.8661536378860473,0.6815841812428161,2.8669629096984863,1.1383472681045532,4.154768943786621,0.03146232040412724,0.506573092695447,0.0008661561878398061,-1.171544075012207,1.5131548643112183,1.6587566090921562,1.1847516478466895,1.2022572755813599,-0.09225299209356308,6.1004252433776855,0.06579025039984844,0.6881873123062472,0.020931808277964592,-1.5131547451019287,2.3390636444091797,1.0724317154884337,0.6854249359283096,0.9753172993659973,0.006475354544818401,3.305798292160034,-0.001125146387455364,4.771561124023043e-05,-0.0011372814187780023,-0.0012032181257382035,-0.000931349175516516,0.49823286616802215,0.19543258668591132,0.4688027501106262,0.15021374821662903,1.1158711910247803,0.023426922981937725,0.009439118490030561,0.024173099547624588,0.006453841924667358,0.04296917840838432,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.590156,8.772258,7.9460187,1.4390696,85.66869,1.1251463381449383,0.0477156092573963,1.1372814178466797,0.9313491582870483,1.2032181024551392,3.090132428487142,0.14160519598179028,3.126206874847412,2.545938730239868,3.331690788269043
37,19419,374,435.0497317314148,30000,118,1125,69.79629704796442,2.6173611392986653,3.0,3.0,194.19,53.64078578842782,186.0,121,354,1.63,1.2381841543163117,1.0,0.0,5.0,1.63,1.2381841543163117,1.0,0,5,0.5353052614122823,0.39098778265699813,0.4700233107643944,0.0,1.4967768008244198,0.007360064,0.0044161743,0.006666963,0.0,0.017006803,1.66,1.3507035203922435,1.0,0.0,8.0,2.661299023628235,0.8674112664450604,2.6501715183258057,0.37075114250183105,4.741518974304199,0.098064914,0.03519159,0.094722204,0.026668817,0.21010645,2.681333683013916,0.6137218541641023,2.686387538909912,0.8213032484054565,3.9169387817382812,-0.020034647464752198,0.3901661216622296,0.028156641870737076,-0.8491142392158508,0.9680454134941101,1.4076156831185023,1.0209955704905709,1.1463943719863892,-0.16887901723384857,3.984072685241699,0.1210131630152464,0.5747774944249717,-0.007183163892477751,-1.0356059074401855,1.691483736038208,0.9078747789313396,0.6421909999797472,0.736617386341095,0.009867845103144646,3.063018798828125,-0.0010907714855857193,6.741981206879058e-05,-0.0011103968136012554,-0.001169081311672926,-0.000887499307282269,0.35955832185347875,0.18620292259656104,0.314922958612442,0.0999557226896286,1.0697561502456665,0.020260186747958264,0.009880565621219731,0.018963098526000977,0.004319084342569113,0.05638912320137024,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.22022,6.116323,6.160823,1.0552213,31.935497,1.0907714365323384,0.06741980856247275,1.1103967428207397,0.8874992728233337,1.169081211090088,2.989559732437134,0.19165479747624742,3.0467162132263184,2.4290478229522705,3.2190632820129395
35,21375,499,587.5076808929443,40000,153,1500,65.5918570005489,2.4596946375205837,3.0,3.0,213.75,58.99531761080705,208.5,123,429,1.85,1.344432965974875,2.0,0.0,6.0,1.85,1.344432965974875,2.0,0,6,0.5532547340340789,0.4069299164173103,0.5072740127861145,0.0,1.5169556917459954,0.0076346584,0.00446488,0.008888889,0.0,0.01510574,1.85,1.344432965974875,2.0,0.0,6.0,1.656105580687523,0.5485270129988523,1.7082786560058594,0.182181715965271,3.10249662399292,0.06681571,0.020504398,0.06465995,0.02079093,0.1500185,1.6227507591247559,0.4142875182451644,1.6461015939712524,0.5871712565422058,2.6298935413360596,0.03335478962678462,0.2682888064748029,0.023421507328748703,-0.8219590187072754,0.6304305791854858,0.783537231301268,0.6748767992907371,0.7161858081817627,-0.07804492115974426,3.971798896789551,0.02579704303270167,0.38789215359880286,4.228451507515274e-05,-0.6338070034980774,1.6818432807922363,0.3343280091881752,0.2515202615238295,0.281657874584198,0.017347481101751328,1.4892908334732056,-0.0011422921816507975,6.306017818354558e-05,-0.0011568402405828238,-0.0012548009399324656,-0.0010104227112606168,0.4116824361185233,0.21612742710880728,0.3368765413761139,0.04853934049606323,1.009438395500183,0.01287203192897141,0.004982428816307854,0.012263529933989048,0.001573490328155458,0.03516852855682373,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0834904,4.3275695,3.9015613,0.7679496,27.742249,1.1422921257019043,0.06306017419529908,1.156840205192566,1.010422706604004,1.2548009157180786,3.1437665831247967,0.19596424624259687,3.1853420734405518,2.7471680641174316,3.5086448192596436
41,21182,624,733.1355197429657,50000,194,1875,68.66818926221079,2.5750570973329046,3.0,3.0,211.82,56.825589306227165,207.5,127,429,1.75,1.291317157014496,2.0,0.0,6.0,1.75,1.291317157014496,2.0,0,6,0.5357686725168537,0.39781329441122976,0.4574663726195752,0.0,1.5205329895934876,0.00735214,0.004265299,0.008298898,0.0,0.01510574,1.75,1.291317157014496,2.0,0.0,6.0,1.151553297162056,0.45687266076771976,1.1376798152923584,0.18628764152526855,2.499601125717163,0.049145807,0.023434943,0.046035457,0.009488764,0.12153137,1.164880330324173,0.3640167703164579,1.1835927963256836,0.3065038323402405,2.0375118255615234,-0.013327075903303922,0.1784208018325158,-0.02521444484591484,-0.44993478059768677,0.49242252111434937,0.7055114619061351,0.4116694043329605,0.6755202412605286,-0.048239126801490784,2.1351613998413086,0.07644872545233618,0.26103929731589837,0.05988774076104164,-0.4928954243659973,1.0729444026947021,0.17711842871891956,0.11368323507201478,0.15859945118427277,0.002822463633492589,0.6555137634277344,-0.0011517403138180573,5.648097458305073e-05,-0.0011657348368316889,-0.0012391970958560705,-0.0010083385277539492,0.44494119302431745,0.21227876341384824,0.3927202522754669,0.13049757480621338,1.0122441053390503,0.008154853724874556,0.003895562702760919,0.007575802505016327,0.0012318906374275684,0.026599446311593056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.4575675,2.1301932,2.9943197,0.7350537,14.46291,1.1517402601242066,0.05648097044935148,1.1657347679138184,1.008338451385498,1.239197015762329,3.1697272809346515,0.17497128397588874,3.2087314128875732,2.741115093231201,3.453030824661255
36,21306,749,873.2219717502594,60000,230,2250,71.38449048220126,2.676918393082547,3.0,3.0,213.06,57.371564385155125,202.0,124,429,1.6,1.2884098726725128,1.0,0.0,6.0,1.6,1.2884098726725128,1.0,0,6,0.48674076480738143,0.3988655328499018,0.3994200880085831,0.0,1.5205329895934876,0.0065983986,0.0041824435,0.006098468,0.0,0.015060241,1.63,1.3975335416368366,1.0,0.0,8.0,1.0572406668663026,0.32042411903793516,1.0373740196228027,0.2743421196937561,1.990698218345642,0.048284337,0.012426413,0.047150336,0.020498449,0.08905937,1.0168221683502197,0.23028795409031433,1.0180838108062744,0.4036244750022888,1.5692288875579834,0.0404184805136174,0.1627934942386573,0.030723918229341507,-0.29587242007255554,0.5189464688301086,0.4106360919525226,0.27341309012784243,0.3609856963157654,-0.031736843287944794,1.2247288227081299,-0.013994476168726882,0.21178152597198152,-0.0245563592761755,-0.5203900933265686,0.6816145777702332,0.12273811499526104,0.06882449396014839,0.11051879078149796,0.011691403575241566,0.3959830105304718,-0.0011283682969709238,3.4240169191905655e-05,-0.0011270875111222267,-0.00120574573520571,-0.0010502870427444577,0.2943977950513363,0.13247924633029667,0.26723262667655945,0.04822566360235214,0.730259120464325,0.008623026927933097,0.002673676954815515,0.00832867156714201,0.0038882659282535315,0.01699412427842617,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.7077162,1.6621546,2.1440713,0.608178,9.948951,1.1283682435353597,0.034240168553976325,1.1270874738693237,1.0502870082855225,1.2057456970214844,3.093490010579427,0.10571467677217096,3.0878872871398926,2.8646037578582764,3.339707374572754
41,19739,874,1008.1272943019867,70000,271,2625,74.12605974953775,2.7797272406076656,3.0,3.0,197.39,50.6842963845805,184.5,124,383,1.42,1.184736257569591,1.0,0.0,5.0,1.42,1.184736257569591,1.0,0,5,0.4729225734452531,0.39514317407819616,0.3946944173899152,0.0,1.5205329895934876,0.0063027292,0.004235443,0.005899756,0.0,0.015060241,1.45,1.306713434537198,1.0,0.0,8.0,0.8888031477928162,0.31060412065960286,0.8703199625015259,0.13087639212608337,1.5067261457443237,0.04124758,0.012024725,0.039993547,0.019370679,0.08014556,0.8870647101402283,0.26048815947772747,0.9109262228012085,0.28365516662597656,1.506818413734436,0.0017384235436329618,0.1390311365100177,-9.215697355102748e-05,-0.4438289999961853,0.3200421631336212,0.5215614500430723,0.3413035069841352,0.46419695019721985,-0.11557238548994064,1.9087773561477661,0.0351497416057003,0.20284090226878443,0.021401869133114815,-0.3625723123550415,0.839153528213501,0.11870345262189706,0.07621131443777852,0.11067739129066467,0.00697295181453228,0.403408944606781,-0.001135322707394759,5.0462895608534125e-05,-0.0011438684305176139,-0.0012106294743716717,-0.0010228266473859549,0.36135870407025017,0.18119326914179626,0.3364923894405365,0.0713728815317154,0.8479699492454529,0.007484875895082951,0.0025571638267282877,0.0071707675233483315,0.0023372911382466555,0.016478126868605614,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.756575,1.8499018,2.3398385,0.6835929,13.633243,1.1353226512273153,0.050462894457771634,1.143868327140808,1.0228265523910522,1.2106294631958008,3.1222716541290283,0.15551200464547527,3.1445460319519043,2.7840416431427,3.3556883335113525
35,20756,999,1137.9362125396729,80000,306,3000,77.03630949061247,2.8888616058979677,3.0,3.0,207.56,59.02733604017718,193.5,129,388,1.7,1.4177446878757824,1.0,0.0,6.0,1.7,1.4177446878757824,1.0,0,6,0.5548783458637463,0.4268808144624792,0.4861135913127985,0.0,1.4708123842261538,0.0071095405,0.004604796,0.0063301283,0.0,0.016129032,1.73,1.5156186855538565,1.0,0.0,8.0,1.1122657417058945,0.3590528140876582,1.096118688583374,0.1485278606414795,1.863451361656189,0.03664724,0.0095348535,0.03532683,0.011149744,0.076340966,1.1151567556858062,0.2607824178497444,1.0871219635009766,0.2950652539730072,1.6441255807876587,-0.0028910209545865654,0.1528540863785055,-0.007240660488605499,-0.4073602557182312,0.4577573239803314,0.5512359196543694,0.3766262710859701,0.49253204464912415,-0.15216685831546783,2.126643657684326,0.05449090563319624,0.2353360118188066,0.031908370554447174,-0.4577573835849762,1.0697213411331177,0.14546040265075863,0.09903580034079039,0.13119089603424072,0.002166912890970707,0.6114259958267212,-0.0010870605834449331,6.919111899246616e-05,-0.0011109830811619759,-0.0011838235659524798,-0.0008810438448563218,0.34617255736887453,0.18619736014834765,0.30179867148399353,0.025684017688035965,0.8994296193122864,0.006199112862348557,0.0024520146706378675,0.006096270866692066,0.0011567812180146575,0.023989057168364525,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.460974,3.0222588,2.680917,0.710479,34.430874,1.087060529867808,0.06919111378722732,1.1109830141067505,0.8810437917709351,1.1838234663009644,2.97869251759847,0.19712040163342387,3.042327880859375,2.418163537979126,3.2669448852539062
38,20733,1124,1282.6218926906586,90000,344,3375,69.11534016057823,2.591825256021684,3.0,3.0,207.33,55.081585852261014,199.0,129,388,1.76,1.3792751719653333,1.0,0.0,6.0,1.76,1.3792751719653333,1.0,0,6,0.5981540016290272,0.4148118424508684,0.5482560548927313,0.0,1.5986699379758575,0.00747585,0.004413169,0.006557448,0.0,0.016129032,1.76,1.3792751719653333,1.0,0.0,6.0,0.8069850533008576,0.26644689463021437,0.8012384176254272,0.3370630145072937,1.471720814704895,0.04097215,0.013170687,0.03926595,0.015799427,0.111135736,0.7858856859207153,0.1870749665424709,0.7801841497421265,0.40320196747779846,1.2166842222213745,0.02109938831347972,0.13129694856474497,0.009659094735980034,-0.28803038597106934,0.3639172613620758,0.3549098301678896,0.23602830163810543,0.3259144127368927,-0.10977303236722946,0.9946765303611755,0.015144754995281498,0.17745832829297692,0.008912601508200169,-0.364440381526947,0.4326442778110504,0.08188676997646689,0.04430448568267146,0.07463341951370239,0.004918280988931656,0.2192171961069107,-0.0010684861548555394,5.448082861483938e-05,-0.0010568569414317608,-0.0011528346221894026,-0.0009572927374392748,0.2526107114354769,0.1274947740890515,0.21555863320827484,0.04590292647480965,0.6677567362785339,0.006336079449703296,0.0017997863113184535,0.006174576003104448,0.0027396492660045624,0.010425594635307789,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.5951211,1.6240174,2.0730395,0.6363007,8.955651,1.0684861051241556,0.054480827320773556,1.0568568706512451,0.9572926759719849,1.1528345346450806,2.9189763202667236,0.15859718758207256,2.880201578140259,2.6085755825042725,3.167158365249634
38,20575,1249,1438.935438632965,100000,382,3750,63.97398216333012,2.3990243311248793,3.0,3.0,205.75,52.376402129203186,199.0,123,372,1.81,1.3091600360536522,1.5,0.0,6.0,1.81,1.3091600360536522,1.5,0,6,0.606380097517106,0.3758857733812466,0.6128724351273602,0.0,1.5986699379758575,0.007859912,0.004208262,0.0075223716,0.0,0.016129032,1.81,1.3091600360536522,1.5,0.0,6.0,0.857200198173523,0.2711957284299575,0.8458043932914734,0.2595331072807312,1.4299633502960205,0.047580965,0.017343389,0.045811355,0.016136825,0.11598661,0.8118529105186463,0.21142564710385472,0.8010804057121277,0.3930202126502991,1.2695575952529907,0.04534728585742414,0.13012916836663105,0.03391142934560776,-0.2795148491859436,0.40720629692077637,0.4250036070495844,0.2834374863003375,0.41300737857818604,-0.17570053040981293,1.350568413734436,-0.004248368822814276,0.20286805147971024,0.0011476055951789021,-0.5112555623054504,0.7455536127090454,0.09990307416021824,0.06618205850252266,0.08073924481868744,0.0038589774630963802,0.3244871199131012,-0.0010611473402629295,7.167056200603501e-05,-0.001083456794731319,-0.0011640534503385425,-0.0008609409560449421,0.3239117029905319,0.17654054802372934,0.2849917411804199,0.043561164289712906,0.8190879821777344,0.006498346218839288,0.0021762601261127346,0.006432742811739445,0.0011856373166665435,0.01609429530799389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.6751866,1.9217505,2.0885663,0.38195935,11.1221695,1.0611472883224486,0.07167055856566719,1.0834567546844482,0.8609409332275391,1.1640534400939941,2.906038697560628,0.1989724875477843,2.9605495929718018,2.370682954788208,3.2030344009399414
42,19059,1374,1854.2221355438232,110000,424,4125,24.079750385422322,0.9029906394533371,3.0,3.0,190.59,48.61935725613822,186.0,123,339,1.5,1.1704699910719625,1.0,0.0,5.0,1.5,1.1704699910719625,1.0,0,5,0.5022440005855757,0.3575836984479387,0.5024122029248861,0.0,1.4194712391151312,0.006912944,0.0043159164,0.00634927,0.0,0.015197569,1.5,1.1704699910719625,1.0,0.0,5.0,0.7211390182971954,0.2907369390879621,0.728402853012085,0.10608243942260742,1.3362014293670654,0.04388489,0.015245083,0.04288571,0.013850154,0.07727424,0.700460722208023,0.22252675395292068,0.7001600861549377,0.18786898255348206,1.1871411800384521,0.020678280842024832,0.12628105130310294,0.021621372550725937,-0.32844069600105286,0.4570169448852539,0.4418321538815896,0.35714752897044283,0.3546304404735565,-0.11995220929384232,1.711039423942566,0.05156920150015503,0.24455711603574734,0.01052107010036707,-0.5761237144470215,0.8280598521232605,0.08670580200602611,0.07440470138039795,0.06596250087022781,0.004462915472686291,0.351292222738266,-0.0009621001260044674,7.506007115131897e-05,-0.0009727441938593984,-0.0010684503940865397,-0.0007956944755278528,0.2987046853577097,0.1578620176792392,0.26530301570892334,0.012590738944709301,0.7270316481590271,0.005814564981808265,0.0021597749621398337,0.005518771708011627,0.0019136004848405719,0.012330603785812855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.854298,2.5274704,1.8749532,0.3618458,12.099617,0.9621000814437867,0.07506006866492043,0.9727441668510437,0.7956944108009338,1.0684503316879272,2.6295294869740804,0.19349426756487445,2.6470606327056885,2.216939687728882,2.9171791076660156
37,19490,1499,2000.8883106708527,120000,461,4500,68.18204668758065,2.5568267507842743,3.0,3.0,194.9,50.11676366247126,189.5,123,339,1.64,1.170640850132952,2.0,0.0,5.0,1.64,1.170640850132952,2.0,0,5,0.5445558252362827,0.3465458689102392,0.5660558031444076,0.0,1.3651904713716294,0.0074737724,0.00418275,0.00879227,0.0,0.015197569,1.64,1.170640850132952,2.0,0.0,5.0,0.7985453343391419,0.23290334362385587,0.8206292390823364,0.27911633253097534,1.3322677612304688,0.03728179,0.013283887,0.035176463,0.01494501,0.09331978,0.7779096884727478,0.1676706983425824,0.8111063838005066,0.4316715598106384,1.1584970951080322,0.02063562579266727,0.11991482797972265,0.006193389650434256,-0.27702659368515015,0.364997923374176,0.3749991826973855,0.2697903454127808,0.3454166650772095,-0.11971407383680344,1.287988543510437,0.011609880863068004,0.16819519062548954,0.006015085149556398,-0.3650335371494293,0.5244576334953308,0.0835908844123284,0.048271077378618625,0.07988818734884262,0.006750176195055246,0.23253776133060455,-0.0010572102485845486,5.9250456141191106e-05,-0.0010749677894636989,-0.0011232391698285937,-0.0008276084554381669,0.27528804998596507,0.17754103620349004,0.2252510040998459,0.02834661677479744,0.744193971157074,0.005567578933512171,0.001919144490058298,0.0052685244008898735,0.0023025984410196543,0.01217048242688179,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.3260813,1.3914813,1.950834,0.29195926,7.8691926,1.0572101990381877,0.05925045330378827,1.0749677419662476,0.8276084065437317,1.1232391595840454,2.8953877398173016,0.16247634698526844,2.9455525875091553,2.2888591289520264,3.074881076812744
